"","abortion","age","aid.blacks","aid.blacksCD","aid.blacksCR","aid.blacksD","aid.blacksR","anger.dem","anger.rep","auth.1","auth.2","auth.3","auth.4","bible","black","catholic","church","college","defense.spendingCD","defense.spendingCR","defense.spendingD","defense.spendingR","dem.afraid","dem.angry","dem.cares","dem.decent","dem.hope","dem.know","dem.leader","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5","efficacy6","efficacy7","egal1","egal2","egal3","egal4","fear.dem","fear.rep","feel.asian","feel.black","feel.latino","feeling.dem","feeling.demc","feeling.rep","feeling.repc","female","feminists.therm","fundamental.therm","gay.therm","gays.adoption","gays.military","gov.services","gov.servicesCD","gov.servicesCR","gov.servicesD","gov.servicesR","hispanic","hope.dem","hope.rep","ideology","ideologyCD","ideologyCR","ideologyD","ideologyR","immigrants","income","interest.elections","interest.politics","jewish","jobs","jobsCD","jobsCR","jobsD","jobsR","know.interview.post","know.interview.pre","media","mode","moral1","moral2","moral3","moral4","nonwhite","other","other.race","p1","p2","p3","p4","p5","pid","primary","protect.gays","proud.dem","proud.rep","public.insurance","public.insuranceCD","public.insuranceCR","rep.afraid","rep.angry","rep.cares","rep.decent","rep.hope","rep.know","rep.leader","rid","rr1","rr2","rr3","rr4","split.house","split.senate","union.therm","vote","vote.house","vote.senate","voted","weights.all","weights.ftf","weights.web","white","women.role","women.roleCD","women.roleCR","year","rid2","group","racial.resentment","authoritarianism","efficacy","knowledge","dem_traits","rep_traits","dem_anxiety","rep_anxiety","participation"
"36562",1,0.55,7,4,7,NA,NA,NA,NA,1,2,2,1,1,0,1,NA,0,4,7,NA,NA,NA,NA,2,3,NA,2,2,5,2,1,1,3,4,2,1,1,1,1,NA,NA,NA,60,NA,65,NA,0,0,1,100,NA,100,0,0,3,5,1,NA,NA,0,NA,NA,0.166666666666667,4,6,3,7,2,1,3,3,0,4,4,7,NA,NA,NA,NA,0,"3",1,3,NA,NA,0,0,0,1,0,1,1,1,0.166666666666667,1,0,NA,NA,3,4,7,NA,NA,1,1,NA,1,1,3656,1,1,1,1,"0",NA,100,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22603,1,0,0.5,2.83333333333333,NA,0.583333333333333,1,NA,NA,4
"36582",4,0.4625,6,2,6,NA,NA,NA,NA,2,2,1,1,3,0,0,1,0,4,4,NA,NA,NA,NA,2,2,NA,2,2,3,1,1,1,2,1,3,2,2,2,2,NA,NA,NA,100,100,60,75,60,25,0,85,85,100,0,0,NA,5,4,NA,NA,0,NA,NA,0.5,3,4,3,5,3,1,2,2,0,3,2,6,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,1,0,NA,NA,3,2,6,NA,NA,1,1,NA,1,1,3658,1,1,1,1,"0",NA,30,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22605,1,0,0.5,1.83333333333333,NA,0.666666666666667,1,NA,NA,1
"36592",1,0.2625,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,1,3,5,NA,NA,NA,NA,1,1,NA,1,1,3,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,85,85,0,NA,NA,NA,0,NA,4,2,4,NA,NA,0,NA,NA,0.333333333333333,2,4,3,5,NA,1,2,NA,0,7,2,5,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,4,NA,NA,2,1,NA,1,1,3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22606,1,NA,NA,2,NA,1,0.916666666666667,NA,NA,0
"36602",1,0.7,6,3,6,NA,NA,NA,NA,2,2,2,1,2,0,1,NA,0,4,6,NA,NA,NA,NA,4,4,NA,4,4,4,3,1,1,2,4,2,1,2,2,2,NA,NA,NA,70,70,85,85,0,0,0,85,60,85,0,0,3,5,2,NA,NA,0,NA,NA,0.166666666666667,2,7,2,7,2,0,3,3,0,2,2,7,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,0,0,0,0,0,1,1,0,1,0,NA,NA,2,2,6,NA,NA,1,1,NA,1,1,3660,3,3,3,3,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22607,1,0.5,0.75,2.66666666666667,NA,0,1,NA,NA,2
"36612",1,0.275,6,3,6,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,4,6,NA,NA,NA,NA,2,3,NA,3,3,4,2,2,1,2,5,2,1,1,1,1,NA,NA,80,80,80,78,80,9,0,1,90,25,90,0,0,3,5,2,NA,NA,0,NA,NA,0.166666666666667,3,6,3,6,1,0,3,3,0,4,3,6,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,NA,4,4,5,NA,NA,1,1,NA,1,1,3661,1,1,2,1,"0","0",51,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,22608,1,0.0625,0,2.83333333333333,NA,0.416666666666667,1,NA,NA,1
"36622",1,0.625,3,1,3,NA,NA,NA,NA,1,2,2,1,2,0,0,NA,0,2,6,NA,NA,NA,NA,1,1,NA,2,1,4,1,1,1,4,1,3,2,4,3,5,NA,NA,NA,70,70,15,15,70,85,1,70,50,60,0,1,NA,6,4,NA,NA,0,NA,NA,NA,2,7,1,6,3,0,3,3,0,5,1,6,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,0,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,6,1,6,NA,NA,4,3,NA,3,4,3662,5,5,3,3,"0",NA,70,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,22609,1,0.75,0.5,2.33333333333333,NA,0.916666666666667,0.166666666666667,NA,NA,1
"36632",3,0.725,4,1,4,NA,NA,NA,NA,1,2,2,2,2,0,0,NA,0,2,6,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,NA,4,1,4,2,5,1,3,NA,NA,85,30,40,0,0,60,100,0,40,60,50,0,0,6,6,3,NA,NA,0,NA,NA,0.833333333333333,2,6,2,5,3,1,3,3,0,7,2,6,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,0,0,1,1,1,1,1,0,NA,NA,4,1,6,NA,NA,4,4,NA,4,4,3663,1,5,5,5,"0","0",100,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,22610,1,0.75,0.75,2.5,NA,1,0,NA,NA,3
"36642",2,0.7125,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,1,4,5,NA,NA,NA,NA,1,1,NA,1,1,4,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,70,85,1,NA,NA,NA,0,NA,4,6,3,NA,NA,0,NA,NA,0.833333333333333,3,6,2,6,NA,0,3,NA,0,5,3,6,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,5,2,6,NA,NA,3,4,NA,4,4,3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22611,1,NA,NA,2.66666666666667,NA,1,0.0833333333333334,NA,NA,0
"36652",3,0.35,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,4,4,NA,NA,NA,NA,1,1,NA,2,1,3,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,60,15,0,NA,NA,NA,0,NA,7,4,4,NA,NA,0,NA,NA,0.833333333333333,3,5,3,6,NA,1,1,NA,0,7,3,6,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,7,1,6,NA,NA,1,1,NA,1,1,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22612,1,NA,NA,2.33333333333333,NA,0.916666666666667,1,NA,NA,0
"36672",3,0.7875,3,3,3,NA,NA,NA,NA,1,2,1,1,2,0,0,1,1,3,6,NA,NA,NA,NA,1,1,NA,1,1,3,2,1,1,2,2,3,2,4,3,2,NA,NA,50,58,50,30,40,85,85,1,60,60,40,0,0,NA,7,3,NA,NA,0,NA,NA,0.833333333333333,1,6,1,6,4,0,3,3,0,5,2,2,NA,NA,NA,NA,0,"3",4,4,NA,NA,0,0,0,0,0,0,0,1,1,1,0,NA,NA,5,2,6,NA,NA,3,3,NA,4,3,3667,4,2,3,2,NA,"0",40,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,2020,22614,1,0.4375,0.25,2.16666666666667,NA,1,0.25,NA,NA,1
"36682",3,0.7125,2,2,2,NA,NA,NA,NA,2,2,2,1,3,0,0,0,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,4,1,2,4,3,2,3,3,3,3,NA,NA,NA,NA,50,50,40,50,85,1,50,50,50,0,0,7,7,3,NA,NA,0,NA,NA,NA,2,4,1,7,3,0,3,4,0,NA,4,2,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,0,0,0,0,1,0,1,0.833333333333333,1,0,NA,NA,NA,1,7,NA,NA,4,3,NA,3,3,3668,5,3,3,4,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,22615,1,0.6875,0.75,3,NA,1,0.25,NA,NA,2
"36692",1,0.3,5,3,5,NA,NA,NA,NA,2,2,2,2,2,0,1,0,1,4,4,NA,NA,NA,NA,4,3,NA,3,2,2,2,2,1,2,2,2,2,1,2,2,NA,NA,100,100,100,40,85,30,15,1,100,50,100,0,0,4,5,2,NA,NA,0,NA,NA,0.333333333333333,2,6,1,7,NA,1,1,2,0,4,3,5,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,0,0,NA,NA,4,4,5,NA,NA,1,1,NA,1,3,3669,3,2,NA,1,"0","0",85,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,22616,1,0.25,1,2,NA,0.333333333333333,0.833333333333333,NA,NA,1
"36742",1,0.5625,7,2,7,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,4,7,NA,NA,NA,NA,2,3,NA,3,2,4,2,2,1,2,4,2,1,1,1,1,NA,NA,75,75,85,70,75,10,0,1,85,15,100,0,0,1,6,1,NA,NA,0,NA,NA,0,2,6,3,7,1,1,3,3,0,2,3,7,NA,NA,NA,NA,0,"3",4,1,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,NA,2,3,7,NA,NA,1,1,NA,1,1,3674,1,1,1,1,"0",NA,65,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22621,1,0,0,2.66666666666667,NA,0.5,1,NA,NA,1
"36752",1,0.35,7,3,7,NA,NA,NA,NA,2,1,2,1,2,0,0,0,1,4,7,NA,NA,NA,NA,3,3,NA,3,3,5,4,2,1,2,4,2,1,3,2,2,NA,NA,50,50,50,80,90,10,0,0,50,40,50,0,0,4,4,5,NA,NA,0,NA,NA,0.5,3,5,2,6,2,1,3,4,0,4,2,4,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,0,0,0,0,0,1,1,0.833333333333333,1,0,NA,NA,4,2,7,NA,NA,1,1,NA,1,1,3675,3,3,4,3,"0","0",85,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,22622,1,0.5625,0.5,3.16666666666667,NA,0.333333333333333,1,NA,NA,2
"36782",3,0.6625,7,3,7,NA,NA,NA,NA,1,2,1,1,2,0,0,1,0,3,NA,NA,NA,NA,NA,4,4,NA,4,4,4,2,1,1,2,2,2,1,2,2,2,NA,NA,85,85,85,70,85,40,0,1,50,70,50,1,0,4,3,NA,NA,NA,0,NA,NA,0.5,5,NA,4,5,2,0,3,4,0,3,3,7,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,0,0,0,0,1,0.5,1,0,NA,NA,1,1,7,NA,NA,1,1,NA,1,1,3678,4,2,3,3,"1","0",85,0,1,0,0,NA,NA,NA,1,NA,NA,NA,2020,22625,1,0.5,0.25,2.16666666666667,NA,0,1,NA,NA,1
"36792",1,0.4375,7,3,7,NA,NA,NA,NA,1,1,1,1,2,0,1,0,1,3,6,NA,NA,NA,NA,3,2,NA,2,2,4,2,1,1,2,3,2,1,1,1,1,NA,NA,NA,60,60,60,60,15,0,0,70,10,60,0,0,3,5,1,NA,NA,0,NA,NA,0.5,4,7,3,6,2,1,3,4,0,5,2,7,NA,NA,NA,NA,0,"3",1,4,NA,NA,0,0,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,2,2,7,NA,NA,1,1,NA,1,1,3679,1,1,1,1,"0",NA,40,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22626,1,0,0,2.33333333333333,NA,0.583333333333333,1,NA,NA,1
"36802",3,0.7125,5,5,5,NA,NA,NA,NA,1,2,1,1,2,0,0,0,1,7,6,NA,NA,NA,NA,1,1,NA,1,1,5,2,1,1,2,2,4,3,4,3,2,NA,NA,50,30,40,0,0,100,85,0,15,85,30,0,1,4,3,5,NA,NA,0,NA,NA,1,1,6,1,6,5,1,3,4,0,5,7,7,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,0,0,0,0,0,1,1,1,1,1,NA,NA,7,7,7,NA,NA,4,3,NA,4,4,3680,5,5,5,5,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22627,1,1,0.25,2.66666666666667,NA,1,0.0833333333333334,NA,NA,2
"36812",1,0.6125,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,2,7,NA,NA,NA,NA,3,2,NA,2,2,5,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,60,50,30,1,NA,NA,NA,0,NA,4,7,1,NA,NA,0,NA,NA,0.166666666666667,1,7,1,6,NA,1,3,NA,0,5,1,4,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,7,1,7,NA,NA,2,1,NA,2,1,3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22628,1,NA,NA,2.66666666666667,NA,0.583333333333333,0.833333333333333,NA,NA,0
"36822",1,0.6125,7,3,7,NA,NA,NA,NA,2,2,1,1,2,0,1,0,NA,6,2,NA,NA,NA,NA,4,3,NA,4,4,5,3,1,1,3,5,4,2,3,2,2,NA,NA,NA,70,60,100,10,30,15,1,85,60,85,0,0,2,7,7,NA,NA,0,NA,NA,NA,2,4,2,7,5,1,3,1,0,5,2,7,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,0,0,0,0,0,1,1,0,0,1,NA,NA,7,6,7,NA,NA,1,1,NA,1,1,3682,4,2,3,3,"0",NA,85,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22629,1,0.5,0.5,3.5,NA,0.0833333333333334,1,NA,NA,2
"36832",1,0.6625,7,2,7,NA,NA,NA,NA,1,1,2,1,1,0,0,1,1,4,5,NA,NA,NA,NA,3,3,NA,3,3,5,2,1,1,4,4,1,2,1,1,2,NA,NA,NA,70,65,70,85,15,0,1,70,NA,85,0,0,3,5,1,NA,NA,0,NA,NA,0.333333333333333,3,7,2,6,2,1,3,3,0,3,3,7,NA,NA,NA,NA,NA,"3",2,4,NA,NA,0,0,0,1,0,0,0,1,0,1,0,NA,NA,2,2,7,NA,NA,1,1,NA,1,1,3683,1,2,2,1,"0",NA,40,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22630,1,0.125,0.25,2.83333333333333,NA,0.333333333333333,1,NA,NA,2
"36842",1,0.0125,6,4,6,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,0,4,6,NA,NA,NA,NA,2,2,NA,1,1,4,2,1,1,2,1,2,1,1,1,2,NA,NA,NA,90,90,25,35,0,0,0,100,10,100,0,0,1,4,2,NA,NA,0,NA,NA,0,5,7,4,7,1,1,3,4,0,3,6,7,NA,NA,NA,NA,NA,"3",1,1,NA,NA,0,1,0,0,0,0,0,1,0.333333333333333,0,0,NA,NA,1,5,7,NA,NA,1,1,NA,1,1,3684,1,1,1,1,"0",NA,79,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22631,1,0,0,2,NA,0.833333333333333,1,NA,NA,1
"36852",1,0.0875,7,4,7,NA,NA,NA,NA,2,2,2,2,1,0,0,NA,0,5,7,NA,NA,NA,NA,3,1,NA,3,3,2,1,2,1,4,2,2,1,1,1,1,NA,NA,NA,100,100,100,60,85,30,1,100,50,100,0,0,2,6,1,NA,NA,0,NA,NA,0.333333333333333,5,7,7,1,2,0,2,1,0,4,5,7,NA,NA,NA,NA,0,"3",1,3,NA,NA,0,1,0,0,0,1,0,1,0.666666666666667,1,0,NA,NA,1,1,7,NA,NA,1,4,NA,1,4,3685,1,1,1,1,NA,NA,100,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,2020,22632,1,0,1,2.16666666666667,NA,0.5,0.5,NA,NA,2
"36882",3,0.2875,4,1,4,NA,NA,NA,NA,2,2,1,1,2,0,0,0,0,1,5,NA,NA,NA,NA,1,1,NA,1,1,2,3,2,1,3,4,3,5,4,3,5,NA,NA,NA,50,50,0,0,100,100,0,85,50,50,0,0,NA,4,2,NA,NA,0,NA,NA,1,1,7,1,7,4,1,2,3,0,7,2,6,NA,NA,NA,NA,0,"3",4,3,NA,NA,0,1,0,0,0,1,0,1,1,0,1,NA,NA,7,1,6,NA,NA,3,3,NA,3,3,3688,5,5,5,3,"0","0",50,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,22635,1,0.875,0.5,2.83333333333333,NA,1,0.333333333333333,NA,NA,2
"36902",1,-0.325,7,1,7,NA,NA,NA,NA,2,2,1,1,2,0,0,NA,1,5,4,NA,NA,NA,NA,4,4,NA,4,3,4,4,1,1,2,2,2,2,1,2,1,NA,NA,95,98,95,75,80,35,0,1,85,50,98,0,0,3,5,2,NA,NA,0,NA,NA,0.166666666666667,2,6,2,6,3,1,3,3,0,3,2,7,NA,NA,NA,NA,0,"3",3,2,NA,NA,0,0,0,0,0,0,0,1,0,0,0,NA,NA,3,3,7,NA,NA,1,1,NA,1,1,3690,1,2,1,1,"0",NA,20,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22637,1,0.0625,0.5,2.5,NA,0.0833333333333334,1,NA,NA,1
"36912",1,0.4375,7,1,7,NA,NA,NA,NA,1,2,1,2,2,0,0,NA,0,1,6,NA,NA,NA,NA,1,1,NA,1,1,5,3,1,1,2,3,2,5,3,3,3,NA,NA,NA,100,100,0,0,70,85,1,50,50,50,0,0,6,7,2,NA,NA,0,NA,NA,0.5,2,4,1,5,5,1,3,3,0,7,1,7,NA,NA,NA,NA,0,"3",3,3,NA,NA,0,1,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,6,1,6,NA,NA,4,3,NA,4,3,3691,3,5,5,1,"0","0",15,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,22638,1,0.625,0.5,2.66666666666667,NA,1,0.166666666666667,NA,NA,1
"36922",NA,0.4625,4,4,4,NA,NA,NA,NA,1,2,2,2,1,0,0,NA,0,4,4,NA,NA,NA,NA,1,1,NA,1,1,4,2,2,1,2,1,2,1,3,2,4,NA,NA,NA,NA,NA,50,30,50,70,1,50,50,50,0,0,NA,4,4,NA,NA,0,NA,NA,NA,1,4,1,4,NA,1,3,2,0,7,1,4,NA,NA,NA,NA,0,"3",4,5,NA,NA,0,1,0,0,0,0,0,0,0.666666666666667,1,0,NA,NA,7,1,4,NA,NA,3,1,NA,2,3,3692,4,2,3,3,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,22639,1,0.5,0.75,2.16666666666667,NA,1,0.583333333333333,NA,NA,0
"36932",1,0.275,5,4,5,NA,NA,NA,NA,1,2,1,1,2,0,1,0,1,4,6,NA,NA,NA,NA,3,2,NA,1,2,5,2,1,1,2,3,4,3,3,3,3,NA,NA,50,50,50,50,85,50,5,1,85,50,50,0,0,3,4,2,NA,NA,0,NA,NA,0.5,3,6,2,6,4,1,2,3,0,4,4,5,NA,NA,NA,NA,0,"3",3,3,NA,NA,0,0,0,0,0,1,0,1,0.333333333333333,0,0,NA,NA,2,2,7,NA,NA,1,1,NA,1,1,3693,3,3,3,3,"0","0",100,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,22640,1,0.5,0.25,2.83333333333333,NA,0.666666666666667,1,NA,NA,2
"36942",NA,0.5875,4,4,4,NA,NA,NA,NA,2,2,2,1,3,0,0,1,1,4,4,NA,NA,NA,NA,2,2,NA,2,1,2,3,1,1,2,3,4,3,3,3,3,NA,NA,NA,50,50,50,50,50,50,0,50,50,50,1,0,4,4,1,NA,NA,0,NA,NA,NA,4,6,3,6,NA,0,1,2,0,4,4,4,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,1,0,0,0,0,0,0,0.5,0,0,NA,NA,1,2,7,NA,NA,1,1,NA,1,2,3694,3,3,3,3,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22641,1,0.5,0.75,2.5,NA,0.75,0.916666666666667,NA,NA,0
"36972",4,0.25,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,5,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,100,0,NA,NA,NA,1,NA,6,7,2,NA,NA,0,NA,NA,0.833333333333333,2,4,1,6,NA,0,3,NA,0,7,1,6,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,6,1,5,NA,NA,4,4,NA,4,4,3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22644,1,NA,NA,2.66666666666667,NA,1,0,NA,NA,0
"36992",3,0.7875,4,2,4,NA,NA,NA,NA,1,1,2,1,2,0,0,NA,1,2,6,NA,NA,NA,NA,2,2,NA,2,2,5,1,2,2,4,4,2,2,3,2,3,NA,NA,NA,85,85,30,60,60,40,0,70,70,85,0,0,4,1,2,NA,NA,0,NA,NA,0.666666666666667,2,6,2,6,2,1,2,4,0,5,2,5,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,1,0,1,0.833333333333333,0,0,NA,NA,3,1,6,NA,NA,2,1,NA,2,2,3699,3,2,3,2,"0","1",50,1,1,0,1,NA,NA,NA,1,NA,NA,NA,2020,22646,1,0.375,0.25,3,NA,0.666666666666667,0.75,NA,NA,2
"37002",1,0.5625,6,2,6,NA,NA,NA,NA,1,2,1,1,2,0,0,0,1,5,3,NA,NA,NA,NA,3,3,NA,4,3,4,2,1,2,4,2,3,1,3,2,2,NA,NA,85,85,85,70,85,15,0,0,85,85,70,0,0,3,6,1,NA,NA,0,NA,NA,0.333333333333333,4,7,2,6,4,1,3,3,0,5,3,7,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,0,0,NA,NA,4,3,7,NA,NA,1,1,NA,1,1,3700,4,1,2,2,NA,NA,50,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22647,1,0.3125,0.25,2.66666666666667,NA,0.25,1,NA,NA,1
"37012",1,0.2,7,4,7,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,4,7,NA,NA,NA,NA,2,3,NA,2,2,4,2,1,1,2,2,2,2,2,1,2,NA,NA,60,50,50,15,15,0,0,0,65,10,80,0,0,1,3,1,NA,NA,0,NA,NA,0.166666666666667,4,7,4,7,1,0,3,3,1,2,5,7,NA,NA,NA,NA,0,"3",2,1,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,1,0,NA,NA,1,7,7,NA,NA,1,1,NA,1,1,3701,1,1,3,1,NA,NA,60,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22648,1,0.125,0,2.16666666666667,NA,0.583333333333333,1,NA,NA,1
"37022",1,0.25,6,2,6,NA,NA,NA,NA,1,2,2,1,1,0,1,0,1,3,6,NA,NA,NA,NA,2,1,NA,2,1,3,4,2,1,3,4,2,1,1,1,2,NA,NA,70,70,70,60,60,30,15,0,60,40,50,0,0,3,5,1,NA,NA,0,NA,NA,0.333333333333333,2,3,2,6,2,1,3,3,0,5,2,6,NA,NA,NA,NA,0,"3",1,2,NA,NA,0,0,0,0,0,1,0,1,0.166666666666667,0,0,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,3702,4,2,2,2,"0",NA,50,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,22649,1,0.375,0.5,3,NA,0.833333333333333,1,NA,NA,2
"37032",2,0.4375,6,1,6,NA,NA,NA,NA,1,2,1,1,2,0,0,NA,1,5,5,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,2,2,2,2,5,4,4,NA,NA,NA,50,50,0,0,60,100,1,10,67,50,0,0,7,7,3,NA,NA,0,NA,NA,0.833333333333333,1,4,1,4,5,1,3,4,0,7,1,7,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,0,0,0,0,1,0,1,1,1,0,NA,NA,7,1,6,NA,NA,4,4,NA,4,4,3703,5,4,3,2,"0","0",5,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,22650,1,0.625,0.25,2,NA,1,0,NA,NA,2
"37052",3,0.2375,7,1,7,NA,NA,NA,NA,1,2,2,1,2,0,0,NA,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,3,1,2,1,3,3,3,NA,NA,NA,NA,NA,0,0,100,100,0,50,50,50,0,0,3,1,7,NA,NA,0,NA,NA,1,1,7,1,7,5,0,2,2,0,7,1,7,NA,NA,NA,NA,NA,"3",4,4,NA,NA,0,1,0,0,0,0,0,1,1,1,0,NA,NA,1,7,1,NA,NA,4,4,NA,4,4,3705,5,5,5,5,NA,NA,50,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2020,22652,1,1,0.5,2,NA,1,0,NA,NA,1
"37062",1,0.2,4,1,4,NA,NA,NA,NA,1,1,2,1,2,0,0,NA,1,3,7,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,1,1,2,4,4,3,3,NA,NA,50,50,50,0,0,50,70,1,40,50,50,0,0,7,7,4,NA,NA,0,NA,NA,0.666666666666667,3,5,1,4,3,1,3,4,0,7,1,4,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,1,0,0,0,0,1,1,0.666666666666667,1,0,NA,NA,7,1,4,NA,NA,2,2,NA,2,3,3706,4,5,5,4,"0",NA,40,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,22653,1,0.875,0.25,1.66666666666667,NA,1,0.583333333333333,NA,NA,2
"37072",3,0.6375,7,4,7,NA,NA,NA,NA,1,2,2,1,3,0,0,0,0,4,2,NA,NA,NA,NA,3,3,NA,2,2,4,3,1,1,3,4,3,5,3,1,3,NA,NA,50,50,50,70,85,50,40,1,70,60,30,0,0,NA,4,2,NA,NA,0,NA,NA,NA,2,2,1,7,3,0,1,3,0,5,1,7,NA,NA,NA,NA,0,"3",5,4,NA,NA,0,0,0,0,0,0,0,1,0,1,1,NA,NA,3,2,6,NA,NA,1,1,NA,1,1,3707,4,5,5,5,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,22654,1,0.9375,0.5,3,NA,0.5,1,NA,NA,1
